chromosome,genomic_accession,start,end,strand,class,locus_tag,,name,GeneID
chr12,NC_000012.12,54121277,54126395,-,lncRNA,,FAM242C,family with sequence similarity 242 member C,112488744
chr12,NC_000012.12,54126071,54132843,+,lncRNA,,LINC02381,long intergenic non-protein coding RNA 2381,400043
chr12,NC_000012.12,54142602,54152656,+,lncRNA,,SMUG1-AS1,SMUG1 antisense RNA 1,105369776
chr12,NC_000012.12,54158235,54188985,-,protein_coding,,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,23583
chr12,NC_000012.12,54163116,54168595,+,lncRNA,,LOC102724030,uncharacterized LOC102724030,102724030
chr12,NC_000012.12,54189097,54202333,+,lncRNA,,LOC105369777,uncharacterized LOC105369777,105369777
chr12,NC_000012.12,54230942,54280122,-,protein_coding,,CBX5,chromobox 5,23468
chr12,NC_000012.12,54231397,54231476,-,miRNA,,MIR3198-2,microRNA 3198-2,100616400
chr12,NC_000012.12,54255627,54255910,-,pseudogene,,RN7SL390P,"RNA, 7SL, cytoplasmic 390, pseudogene",106479366
chr12,NC_000012.12,54262615,54279063,+,lncRNA,,SCAT2,S-phase cancer associated transcript 2,112935960
chr12,NC_000012.12,54280726,54287087,+,protein_coding,,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,3178
chr12,NC_000012.12,54292111,54301015,-,protein_coding,,NFE2,"nuclear factor, erythroid 2",4778
chr12,NC_000012.12,54317781,54317887,-,pseudogene,,RNU6-950P,"RNA, U6 small nuclear 950, pseudogene",106479986
chr12,NC_000012.12,54325131,54351846,+,protein_coding,,COPZ1,COPI coat complex subunit zeta 1,22818
chr12,NC_000012.12,54337216,54337314,+,miRNA,,MIR148B,microRNA 148b,442892
chr12,NC_000012.12,54344610,54344876,+,pseudogene,,RN7SL744P,"RNA, 7SL, cytoplasmic 744, pseudogene",106479493
chr12,NC_000012.12,54350698,54364486,-,protein_coding,,GPR84,G protein-coupled receptor 84,53831
chr12,NC_000012.12,54353691,54467030,+,lncRNA,,GPR84-AS1,"GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1",102724050
chr12,NC_000012.12,54369136,54391298,-,protein_coding,,ZNF385A,zinc finger protein 385A,25946
chr12,NC_000012.12,54395261,54419266,-,protein_coding,,ITGA5,integrin subunit alpha 5,3678
chr12,NC_000012.12,54455957,54473602,-,protein_coding,,GTSF1,gametocyte specific factor 1,121355
chr12,NC_000012.12,54497752,54548243,+,protein_coding,,NCKAP1L,NCK associated protein 1 like,3071
chr12,NC_000012.12,54549601,54579239,+,protein_coding,,PDE1B,phosphodiesterase 1B,5153
chr12,NC_000012.12,54579246,54588659,-,protein_coding,,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,5502
chr12,NC_000012.12,54608187,54610462,-,transcribed_pseudogene,,GLYCAM1,glycosylation dependent cell adhesion molecule 1 (pseudogene),644076
chr12,NC_000012.12,54630811,54634895,-,protein_coding,,LACRT,lacritin,90070
chr12,NC_000012.12,54644589,54648365,-,protein_coding,,DCD,dermcidin,117159
chr12,NC_000012.12,54801885,54803623,-,pseudogene,,VDAC1P5,voltage dependent anion channel 1 pseudogene 5,10187
chr12,NC_000012.12,54830681,54858387,+,protein_coding,,MUCL1,mucin like 1,118430
chr12,NC_000012.12,54916229,54946248,-,pseudogene,,LOC105369778,small integral membrane protein 10-like protein 1,105369778
chr12,NC_000012.12,54948015,54985188,-,protein_coding,,TESPA1,"thymocyte expressed, positive selection associated 1",9840
chr12,NC_000012.12,54984851,55005880,+,lncRNA,,LOC107984515,uncharacterized LOC107984515,107984515
chr12,NC_000012.12,55019974,55030017,+,protein_coding,,NEUROD4,neuronal differentiation 4,58158
chr12,NC_000012.12,55023488,55035756,-,lncRNA,,LOC101927484,uncharacterized LOC101927484,101927484
chr12,NC_000012.12,55115534,55116472,+,pseudogene,,OR9K1P,olfactory receptor family 9 subfamily K member 1 pseudogene,121360
chr12,NC_000012.12,55123440,55124185,-,pseudogene,,LOC644383,heat shock transcription factor 2 pseudogene,644383
chr12,NC_000012.12,55126406,55132750,+,protein_coding,,OR9K2,olfactory receptor family 9 subfamily K member 2,441639
chr12,NC_000012.12,55158848,55159801,+,pseudogene,,OR9R1P,olfactory receptor family 9 subfamily R member 1 pseudogene,81140
chr12,NC_000012.12,55193860,55194815,-,pseudogene,,OR10U1P,olfactory receptor family 10 subfamily U member 1 pseudogene,390318
chr12,NC_000012.12,55221025,55221975,+,protein_coding,,OR10A7,olfactory receptor family 10 subfamily A member 7,121364
chr12,NC_000012.12,55244609,55256625,+,protein_coding,,OR6C74,olfactory receptor family 6 subfamily C member 74,254783
chr12,NC_000012.12,55262539,55263434,+,pseudogene,,OR6C69P,olfactory receptor family 6 subfamily C member 69 pseudogene,403285
chr12,NC_000012.12,55283750,55284683,+,pseudogene,,OR6C72P,olfactory receptor family 6 subfamily C member 72 pseudogene,403288
chr12,NC_000012.12,55293988,55296569,-,protein_coding,,OR6C6,olfactory receptor family 6 subfamily C member 6,283365
chr12,NC_000012.12,55311835,55312757,+,pseudogene,,OR6C5P,olfactory receptor family 6 subfamily C member 5 pseudogene,390320
chr12,NC_000012.12,55314343,55322364,+,protein_coding,,OR6C1,olfactory receptor family 6 subfamily C member 1,390321
chr12,NC_000012.12,55330043,55332636,+,protein_coding,,OR6C3,olfactory receptor family 6 subfamily C member 3,254786
chr12,NC_000012.12,55342838,55343776,+,pseudogene,,OR6C7P,olfactory receptor family 6 subfamily C member 7 pseudogene,390322
chr12,NC_000012.12,55362975,55369279,+,protein_coding,,OR6C75,olfactory receptor family 6 subfamily C member 75,390323
chr12,NC_000012.12,55376800,55377735,-,pseudogene,,OR6C71P,olfactory receptor family 6 subfamily C member 71 pseudogene,390324
chr12,NC_000012.12,55388445,55389377,+,pseudogene,,OR6C66P,olfactory receptor family 6 subfamily C member 66 pseudogene,403283
chr12,NC_000012.12,55396276,55397273,+,pseudogene,,OR6C73P,olfactory receptor family 6 subfamily C member 73 pseudogene,403289
chr12,NC_000012.12,55400529,55401467,+,protein_coding,,OR6C65,olfactory receptor family 6 subfamily C member 65,403282
chr12,NC_000012.12,55409713,55415143,-,pseudogene,,PHC1P1,polyhomeotic homolog 1 pseudogene 1,653441
chr12,NC_000012.12,55426254,55427192,+,protein_coding,,OR6C76,olfactory receptor family 6 subfamily C member 76,390326
chr12,NC_000012.12,55434734,55452573,-,lncRNA,,LOC124902940,uncharacterized LOC124902940,124902940
chr12,NC_000012.12,55444076,55453347,+,protein_coding,,OR6C2,olfactory receptor family 6 subfamily C member 2,341416
chr12,NC_000012.12,55469200,55470138,-,protein_coding,,OR6C70,olfactory receptor family 6 subfamily C member 70,390327
chr12,NC_000012.12,55492378,55493316,+,protein_coding,,OR6C68,olfactory receptor family 6 subfamily C member 68,403284
chr12,NC_000012.12,55522593,55523471,+,pseudogene,,OR6C64P,olfactory receptor family 6 subfamily C member 64 pseudogene,403281
chr12,NC_000012.12,55549602,55555832,+,protein_coding,,OR6C4,olfactory receptor family 6 subfamily C member 4,341418
chr12,NC_000012.12,55572468,55575612,+,protein_coding,,OR2AP1,olfactory receptor family 2 subfamily AP member 1,121129
chr12,NC_000012.12,55580377,55581459,-,pseudogene,,LOC100418940,ATM interactor pseudogene,100418940
chr12,NC_000012.12,55611623,55612554,+,pseudogene,,OR6U2P,olfactory receptor family 6 subfamily U member 2 pseudogene,390329
chr12,NC_000012.12,55636892,55637833,+,protein_coding,,OR10P1,olfactory receptor family 10 subfamily P member 1,121130
chr12,NC_000012.12,55646194,55646662,-,pseudogene,,OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene,403223
chr12,NC_000012.12,55654534,55655234,-,pseudogene,,PSMB3P1,proteasome subunit beta 3 pseudogene 1,121131
chr12,NC_000012.12,55681736,55684611,+,protein_coding,,TMT1B,thiol methyltransferase 1B,196410
chr12,NC_000012.12,55684568,55716400,-,protein_coding,,ITGA7,integrin subunit alpha 7,3679
chr12,NC_000012.12,55716034,55724742,+,lncRNA,,BLOC1S1-RDH5,BLOC1S1-RDH5 readthrough,100528022
chr12,NC_000012.12,55716046,55719703,+,protein_coding,,BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1,2647
chr12,NC_000012.12,55720393,55724705,+,protein_coding,,RDH5,retinol dehydrogenase 5,5959
chr12,NC_000012.12,55723535,55730041,-,protein_coding,,CD63,CD63 molecule,967
chr12,NC_000012.12,55729094,55730852,+,lncRNA,,CD63-AS1,CD63 antisense RNA 1,105369779
chr12,NC_000012.12,55743122,55757264,+,protein_coding,,GDF11,growth differentiation factor 11,10220
chr12,NC_000012.12,55752463,55817724,-,protein_coding,,SARNP,SAP domain containing ribonucleoprotein,84324
chr12,NC_000012.12,55818041,55821879,+,protein_coding,,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2,29095
chr12,NC_000012.12,55820985,55830775,-,protein_coding,,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14,85406
chr12,NC_000012.12,55829608,55836246,+,transcribed_pseudogene,,TMEM198B,transmembrane protein 198B (pseudogene),440104
chr12,NC_000012.12,55835433,55842936,-,protein_coding,,MMP19,matrix metallopeptidase 19,4327
chr12,NC_000012.12,55870027,55870715,-,pseudogene,,OLA1P3,OLA1 pseudogene 3,101060020
chr12,NC_000012.12,55870941,55871219,-,pseudogene,,RN7SL676P,"RNA, 7SL, cytoplasmic 676, pseudogene",106479469
chr12,NC_000012.12,55874678,55874841,+,snRNA,,LOC124903120,U1 spliceosomal RNA,124903120
chr12,NC_000012.12,55900300,55900700,+,pseudogene,,GSTP1P1,glutathione S-transferase pi 1 pseudogene 1,2951
chr12,NC_000012.12,55901413,55927894,-,protein_coding,,PYM1,"PYM homolog 1, exon junction complex associated factor",84305
chr12,NC_000012.12,55913826,55923771,-,lncRNA,,LOC124902941,uncharacterized LOC124902941,124902941
chr12,NC_000012.12,55927316,55954023,+,protein_coding,,DGKA,diacylglycerol kinase alpha,1606
chr12,NC_000012.12,55954105,55966709,-,protein_coding,,PMEL,premelanosome protein,6490
chr12,NC_000012.12,55966830,55972789,+,protein_coding,,CDK2,cyclin dependent kinase 2,1017
chr12,NC_000012.12,55973949,55996683,+,protein_coding,,RAB5B,"RAB5B, member RAS oncogene family",5869
chr12,NC_000012.12,55979974,55981067,-,pseudogene,,LOC100131294,"RAB13, member RAS oncogene family pseudogene",100131294
chr12,NC_000012.12,55997276,56005525,+,protein_coding,,SUOX,sulfite oxidase,6821
chr12,NC_000012.12,56007504,56038435,+,protein_coding,,IKZF4,IKAROS family zinc finger 4,64375
chr12,NC_000012.12,56010092,56025091,-,lncRNA,,LOC105369781,uncharacterized LOC105369781,105369781
chr12,NC_000012.12,56041918,56044697,+,protein_coding,,RPS26,ribosomal protein S26,6231
chr12,NC_000012.12,56080108,56103505,+,protein_coding,,ERBB3,erb-b2 receptor tyrosine kinase 3,2065
chr12,NC_000012.12,56103814,56104419,-,lncRNA,,LOC105369782,uncharacterized LOC105369782,105369782
chr12,NC_000012.12,56104559,56113910,+,protein_coding,,PA2G4,proliferation-associated 2G4,5036
chr12,NC_000012.12,56116633,56117967,+,protein_coding,,RPL41,ribosomal protein L41,6171
chr12,NC_000012.12,56118266,56127514,+,protein_coding,,ZC3H10,zinc finger CCCH-type containing 10,84872
chr12,NC_000012.12,56128267,56144674,+,protein_coding,,ESYT1,extended synaptotagmin 1,23344
chr12,NC_000012.12,56143108,56153873,-,lncRNA,,LOC124902943,uncharacterized LOC124902943,124902943
chr12,NC_000012.12,56150796,56158225,-,lncRNA,,MYL6B-AS1,MYL6B antisense RNA 1,120766150
chr12,NC_000012.12,56151827,56153897,+,protein_coding,,LOC124902942,uncharacterized LOC124902942,124902942
chr12,NC_000012.12,56152587,56157982,+,protein_coding,,MYL6B,myosin light chain 6B,140465
chr12,NC_000012.12,56158359,56161579,+,protein_coding,,MYL6,myosin light chain 6,4637
chr12,NC_000012.12,56162359,56189483,-,protein_coding,,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",6601
chr12,NC_000012.12,56190364,56190445,+,tRNA,,TRS-CGA4-1,tRNA-Ser (anticodon CGA) 4-1,100189152
chr12,NC_000012.12,56190686,56195017,+,lncRNA,,LOC107984468,uncharacterized LOC107984468,107984468
chr12,NC_000012.12,56202179,56221969,-,protein_coding,,RNF41,ring finger protein 41,10193
chr12,NC_000012.12,56222015,56229854,+,protein_coding,,NABP2,nucleic acid binding protein 2,79035
chr12,NC_000012.12,56230051,56237846,+,protein_coding,,SLC39A5,solute carrier family 39 member 5,283375
chr12,NC_000012.12,56237807,56258384,-,protein_coding,,ANKRD52,ankyrin repeat domain 52,283373
chr12,NC_000012.12,56266942,56270966,+,protein_coding,,COQ10A,coenzyme Q10A,93058
chr12,NC_000012.12,56271699,56300330,-,protein_coding,,CS,citrate synthase,1431
chr12,NC_000012.12,56309844,56316346,-,protein_coding,,CNPY2,canopy FGF signaling regulator 2,10330
chr12,NC_000012.12,56311414,56314808,+,lncRNA,,CNPY2-AS1,CNPY2 antisense RNA 1,112268098
chr12,NC_000012.12,56316936,56334000,-,protein_coding,,PAN2,poly(A) specific ribonuclease subunit PAN2,9924
chr12,NC_000012.12,56338884,56340410,+,protein_coding,,IL23A,interleukin 23 subunit alpha,51561
chr12,NC_000012.12,56341597,56360107,-,protein_coding,,STAT2,signal transducer and activator of transcription 2,6773
chr12,NC_000012.12,56352390,56352449,-,pseudogene,,RNU7-40P,"RNA, U7 small nuclear 40 pseudogene",100147827
chr12,NC_000012.12,56360568,56362857,-,protein_coding,,APOF,apolipoprotein F,319
chr12,NC_000012.12,56376748,56377450,-,pseudogene,,APONP,"apolipoprotein N, pseudogene",100419033
chr12,NC_000012.12,56378831,56382831,-,pseudogene,,LOC100128676,TBCC domain containing 1 pseudogene,100128676
chr12,NC_000012.12,56416363,56449426,-,protein_coding,,TIMELESS,timeless circadian regulator,8914
chr12,NC_000012.12,56449502,56456553,-,protein_coding,,MIP,major intrinsic protein of lens fiber,4284
chr12,NC_000012.12,56468578,56479708,+,protein_coding,,SPRYD4,SPRY domain containing 4,283377
chr12,NC_000012.12,56470952,56488161,-,protein_coding,,GLS2,glutaminase 2,27165
chr12,NC_000012.12,56486840,56487332,+,lncRNA,,LOC124902944,uncharacterized LOC124902944,124902944
chr12,NC_000012.12,56510941,56513185,+,pseudogene,,HSPD1P4,heat shock protein family D (Hsp60) member 1 pseudogene 4,644745
chr12,NC_000012.12,56512865,56512980,+,snoRNA,,SNORA105C,"small nucleolar RNA, H/ACA box 105C",106635541
chr12,NC_000012.12,56520405,56596193,+,protein_coding,,RBMS2,RNA binding motif single stranded interacting protein 2,5939
chr12,NC_000012.12,56588518,56588621,+,pseudogene,,RNU6-343P,"RNA, U6 small nuclear 343, pseudogene",106479719
chr12,NC_000012.12,56595596,56638318,-,protein_coding,,BAZ2A,bromodomain adjacent to zinc finger domain 2A,11176
chr12,NC_000012.12,56638175,56645984,-,protein_coding,,ATP5F1B,ATP synthase F1 subunit beta,506
chr12,NC_000012.12,56643680,56643754,-,snoRNA,,SNORD59B,"small nucleolar RNA, C/D box 59B",692090
chr12,NC_000012.12,56645027,56645101,-,snoRNA,,SNORD59A,"small nucleolar RNA, C/D box 59A",26789
chr12,NC_000012.12,56663349,56688284,-,protein_coding,,PTGES3,prostaglandin E synthase 3,10728
chr12,NC_000012.12,56670450,56670746,-,pseudogene,,RN7SL809P,"RNA, 7SL, cytoplasmic 809, pseudogene",106479516
chr12,NC_000012.12,56712427,56725299,-,protein_coding,,NACA,nascent polypeptide associated complex subunit alpha,4666
chr12,NC_000012.12,56731580,56752323,-,protein_coding,,PRIM1,DNA primase subunit 1,5557
chr12,NC_000012.12,56763324,56787790,+,protein_coding,,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,8630
chr12,NC_000012.12,56861375,56861508,+,snoRNA,,LOC124900330,small nucleolar RNA SNORA48,124900330
chr12,NC_000012.12,56871606,56872601,+,pseudogene,,YWHAQP3,YWHAQ pseudogene 3,100128944
chr12,NC_000012.12,56923133,56934408,-,protein_coding,,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,121214
chr12,NC_000012.12,56941173,56941682,-,pseudogene,,LOC100420982,retinol dehydrogenase 16 (all-trans) pseudogene,100420982
chr12,NC_000012.12,56951431,56957608,-,protein_coding,,RDH16,retinol dehydrogenase 16,8608
chr12,NC_000012.12,56977085,56995394,-,lncRNA,,LOC124902945,uncharacterized LOC124902945,124902945
chr12,NC_000012.12,56981133,56986158,-,pseudogene,,LOC390332,retinol dehydrogenase 16 (all-trans) pseudogene,390332
chr12,NC_000012.12,56994492,56998877,+,protein_coding,,GPR182,G protein-coupled receptor 182,11318
chr12,NC_000012.12,56998836,57006546,-,protein_coding,,ZBTB39,zinc finger and BTB domain containing 39,9880
chr12,NC_000012.12,57010000,57016529,-,protein_coding,,TAC3,tachykinin precursor 3,6866
chr12,NC_000012.12,57028517,57051198,-,protein_coding,,MYO1A,myosin IA,4640
chr12,NC_000012.12,57055643,57088627,-,protein_coding,,NEMP1,nuclear envelope integral membrane protein 1,23306
chr12,NC_000012.12,57089114,57095476,+,protein_coding,,NAB2,NGFI-A binding protein 2,4665
chr12,NC_000012.12,57095408,57111362,-,protein_coding,,STAT6,signal transducer and activator of transcription 6,6778
chr12,NC_000012.12,57110722,57112879,+,lncRNA,,LOC124902946,uncharacterized LOC124902946,124902946
chr12,NC_000012.12,57128483,57213361,+,protein_coding,,LRP1,LDL receptor related protein 1,4035
chr12,NC_000012.12,57144620,57147619,-,lncRNA,,LRP1-AS,LRP1 antisense RNA,105751187
chr12,NC_000012.12,57194504,57194576,+,miRNA,,MIR1228,microRNA 1228,100302201
chr12,NC_000012.12,57216794,57226449,+,protein_coding,,NXPH4,neurexophilin 4,11247
chr12,NC_000012.12,57229711,57234935,+,protein_coding,,SHMT2,serine hydroxymethyltransferase 2,6472
chr12,NC_000012.12,57234903,57240762,-,protein_coding,,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,56901
chr12,NC_000012.12,57243458,57251187,-,protein_coding,,STAC3,SH3 and cysteine rich domain 3,246329
chr12,NC_000012.12,57253764,57431141,-,protein_coding,,R3HDM2,R3H domain containing 2,22864
chr12,NC_000012.12,57415296,57415403,+,pseudogene,,RNU6-879P,"RNA, U6 small nuclear 879, pseudogene",106481456
chr12,NC_000012.12,57431116,57433935,+,lncRNA,,R3HDM2-DT,R3HDM2 divergent transcript,120766140
chr12,NC_000012.12,57434784,57452062,+,protein_coding,,INHBC,inhibin subunit beta C,3626
chr12,NC_000012.12,57455307,57458025,+,protein_coding,,INHBE,inhibin subunit beta E,83729
chr12,NC_000012.12,57457442,57462972,-,lncRNA,,LOC124902947,uncharacterized LOC124902947,124902947
chr12,NC_000012.12,57459785,57472268,+,protein_coding,,GLI1,GLI family zinc finger 1,2735
chr12,NC_000012.12,57472269,57488824,-,protein_coding,,ARHGAP9,Rho GTPase activating protein 9,64333
chr12,NC_000012.12,57488068,57516652,+,protein_coding,,MARS1,methionyl-tRNA synthetase 1,4141
chr12,NC_000012.12,57511037,57511135,+,pseudogene,,LOC124903093,uncharacterized LOC124903093,124903093
chr12,NC_000012.12,57512688,57512750,+,miRNA,,MIR6758,microRNA 6758,102465454
chr12,NC_000012.12,57516588,57520517,-,protein_coding,,DDIT3,DNA damage inducible transcript 3,1649
chr12,NC_000012.12,57517712,57520480,-,protein_coding,,LOC128125814,uncharacterized LOC128125814,128125814
chr12,NC_000012.12,57519163,57519259,-,miRNA,,MIR616,microRNA 616,693201
chr12,NC_000012.12,57520715,57531545,+,protein_coding,,MBD6,methyl-CpG binding domain protein 6,114785
chr12,NC_000012.12,57530051,57547192,-,protein_coding,,DCTN2,dynactin subunit 2,10540
chr12,NC_000012.12,57550044,57586633,+,protein_coding,,KIF5A,kinesin family member 5A,3798
chr12,NC_000012.12,57591192,57603418,+,protein_coding,,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,79837
chr12,NC_000012.12,57604824,57609802,+,protein_coding,,DTX3,deltex E3 ubiquitin ligase 3,196403
chr12,NC_000012.12,57610116,57617245,+,protein_coding,,ARHGEF25,Rho guanine nucleotide exchange factor 25,115557
chr12,NC_000012.12,57618405,57621903,-,lncRNA,,LOC101927583,uncharacterized LOC101927583,101927583
chr12,NC_000012.12,57619527,57626151,+,transcribed_pseudogene,,SLC26A10P,"solute carrier family 26 member 10, pseudogene",65012
chr12,NC_000012.12,57623409,57633201,-,protein_coding,,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",2583
chr12,NC_000012.12,57668944,57669039,-,pseudogene,,LOC124903112,uncharacterized LOC124903112,124903112
chr12,NC_000012.12,57674643,57675448,+,pseudogene,,RPL13AP23,ribosomal protein L13a pseudogene 23,441641
